-0.52828,-1.6841,-0.029689,-0.0015523,1.0739,-0.017822,0.17262,-0.039353,normal
-0.52552,1.4733,0.14864,0.037974,1.1268,-0.024118,0.21368,-0.0038195,normal
-0.52202,-1.8994,-0.34912,-0.013929,1.0357,-0.027076,0.12385,0.051184,normal
-0.52924,1.2321,0.34274,0.079415,1.1208,-0.028443,0.20027,-0.10161,normal
-0.52135,-1.3386,-0.35185,-0.006485,1.0487,-0.030138,0.13494,0.097158,normal
-0.52306,0.03275,0.34067,0.068875,1.0978,-0.030118,0.19293,-0.13318,normal
-0.52711,-0.20042,-0.28462,-0.0061318,1.0425,-0.031261,0.15815,0.12067,normal
-0.51823,-1.0355,0.096903,0.038617,1.0452,-0.028732,0.16872,-0.085011,normal
-0.52927,1.2629,0.11081,0.044275,1.0655,-0.024978,0.20127,0.029183,normal
-0.52168,-1.3648,-0.026946,0.027762,0.99978,-0.025164,0.14947,-0.036238,normal
-0.52185,1.5355,0.28625,0.076351,1.0692,-0.024381,0.21982,-0.021221,normal
-0.53228,-2.0198,-0.34321,-0.011945,0.98415,-0.027057,0.1394,0.10358,normal
-0.51479,1.0587,0.38947,0.087392,1.056,-0.026685,0.19855,-0.11008,normal
-0.53426,-0.70408,-0.38776,0.016002,1.0035,-0.029984,0.15017,0.10633,normal
-0.51763,-0.043261,0.27536,0.085234,1.0222,-0.031928,0.17043,-0.10353,normal
-0.52524,0.57185,-0.22655,0.040942,1.01,-0.032666,0.16999,0.047558,normal
-0.52877,-1.0534,0.011649,0.039137,0.99762,-0.032153,0.17672,-0.096328,normal
-0.51564,1.3361,0.059393,0.028481,0.98637,-0.031594,0.1862,0.014969,normal
-0.53444,-1.1771,-0.27761,-0.0095937,0.91774,-0.02707,0.13831,-0.00019312,normal
-0.5159,1.7544,0.30857,0.050473,0.96904,-0.022552,0.19477,-0.062693,normal
-0.52835,-1.2695,-0.30418,-0.014873,0.94063,-0.024452,0.18162,0.033758,normal
-0.52783,0.68806,0.35878,0.03764,0.9558,-0.022757,0.21578,-0.10828,normal
-0.51723,-0.33603,-0.18447,-0.026679,0.92318,-0.021859,0.21112,0.088032,normal
-0.53368,-0.028375,0.30881,0.018365,0.92051,-0.018406,0.24348,-0.093334,normal
-0.51603,0.88663,-0.17523,0.0090969,0.90437,-0.019683,0.25738,0.020105,normal
-0.52585,-0.93167,-0.070566,0.024891,0.87606,-0.020871,0.25697,-0.071625,normal
-0.52898,1.4673,0.12138,0.044249,0.88327,-0.021917,0.28435,-0.00067987,normal
-0.51479,-1.6335,-0.37412,-0.010165,0.83525,-0.024509,0.25,0.040329,normal
-0.53572,1.5734,0.3675,0.04626,0.85499,-0.024869,0.27147,-0.082699,normal
-0.51695,-1.3628,-0.36294,-0.0073264,0.81273,-0.026942,0.24133,0.068172,normal
-0.52347,0.406,0.38977,0.059966,0.82524,-0.023245,0.25851,-0.10687,normal
-0.52903,-0.0655,-0.19728,0.019251,0.7995,-0.022019,0.23252,0.0561,normal
-0.51366,-0.50231,0.2637,0.028738,0.79171,-0.019215,0.22123,-0.089635,normal
-0.53201,1.1471,-0.023394,0.015745,0.79867,-0.018881,0.21483,0.01879,normal
-0.51698,-1.0639,-0.11528,0.0033291,0.77201,-0.017341,0.18596,-0.037625,normal
-0.52661,1.567,0.31248,0.048232,0.79348,-0.017726,0.21181,-0.030786,normal
-0.52814,-1.1159,-0.1742,-0.0015715,0.74948,-0.016488,0.17807,0.056003,normal
-0.51493,1.3773,0.43125,0.05301,0.77234,-0.017341,0.21592,-0.095817,normal
-0.5316,-0.3398,-0.18981,-0.011315,0.73708,-0.0078624,0.19996,0.028063,normal
-0.5189,0.70237,0.36525,0.028841,0.74441,-0.0039093,0.22087,-0.10886,normal
-0.52144,0.56186,-0.062022,-0.0077825,0.72359,-0.0072849,0.21811,0.055614,normal
-0.52968,-0.18797,0.15653,-0.0012697,0.70529,-0.0067137,0.2146,-0.058774,normal
-0.51404,1.4224,0.26989,-0.0069796,0.71356,-0.012059,0.22661,-0.022292,normal
-0.53172,-0.39,0.16379,-0.041496,0.68308,-0.014832,0.20621,-0.031078,normal
-0.51893,1.7075,0.38078,-0.010178,0.70188,-0.018387,0.23381,-0.051205,normal
-0.52115,-0.62738,-0.049251,-0.044727,0.6586,-0.020421,0.20607,0.067418,normal
-0.52922,1.2654,0.43941,0.028282,0.67838,-0.02123,0.23107,-0.093991,normal
-0.51593,0.1896,0.0038761,0.00052875,0.65994,-0.020454,0.216,0.024072,normal
-0.53094,0.5559,0.37093,0.027344,0.66138,-0.018047,0.22156,-0.099662,normal
-0.52024,0.91147,0.24854,-0.003659,0.64695,-0.017508,0.20386,0.033491,normal
-0.51984,-0.27136,0.31622,0.0024556,0.62703,-0.017899,0.18502,-0.030056,normal
-0.53019,1.5753,0.3297,0.028629,0.64273,-0.019318,0.20508,-0.045608,normal
-0.51371,-0.1783,0.13164,0.0033291,0.61493,-0.022713,0.18426,-0.0062532,normal
-0.5305,1.6594,0.43831,0.041944,0.6396,-0.020505,0.2073,-0.080849,normal
-0.52125,-0.23371,0.073815,-0.017481,0.6048,-0.020056,0.17352,0.060968,normal
-0.51827,1.2247,0.41331,0.048212,0.62445,-0.017335,0.19227,-0.085497,normal
-0.52993,0.4152,0.14167,0.019598,0.60632,-0.016289,0.17769,0.012901,normal
-0.51272,0.46471,0.33385,0.064032,0.60489,-0.010526,0.18521,-0.077271,normal
-0.52811,1.1875,0.21049,0.051835,0.60431,-0.011431,0.19397,0.0043094,normal
-0.5208,-0.10971,0.21404,0.035142,0.57946,0.016479,0.17618,-0.034485,normal
-0.51807,1.6492,0.28292,0.047602,0.61005,0.02135,0.19313,-0.046946,normal
-0.53003,-0.22483,0.0083344,0.005134,0.5778,0.016806,0.14646,0.0026544,normal
-0.51583,1.5808,0.38286,0.051822,0.61865,0.0199,0.16859,-0.089148,normal
-0.52853,0.10756,0.1008,-0.00080721,0.58555,0.01739,0.12448,0.019569,normal
-0.52094,1.0603,0.39212,0.040421,0.61555,0.021164,0.14575,-0.099297,normal
-0.52267,0.61309,0.092541,-0.0083027,0.61543,0.020092,0.14313,0.026652,normal
-0.52793,0.28136,0.27179,0.0046587,0.61197,0.020984,0.13819,-0.08725,normal
-0.51774,1.3941,0.13457,0.0026033,0.62327,0.019656,0.1407,-0.0097822,normal
-0.52878,-0.42082,0.029142,-0.025966,0.59282,0.020824,0.11454,-0.040764,normal
-0.52223,1.7866,0.32368,-0.0084119,0.61959,0.018116,0.15049,-0.043661,normal
-0.51999,-0.82793,0.0061246,-0.080291,0.58164,0.017769,0.12541,0.02322,normal
-0.53207,1.3166,0.37226,-0.020326,0.61355,0.017692,0.1575,-0.09662,normal
-0.51334,-0.095003,-0.0986,-0.070155,0.60192,0.017153,0.14654,0.037579,normal
-0.53187,0.57129,0.29147,-0.018734,0.62314,0.016787,0.1706,-0.10906,normal
-0.51687,0.74307,0.11445,-0.059917,0.62786,0.013482,0.17621,0.05335,normal
-0.52397,-0.52983,0.2116,-0.038471,0.6181,0.016396,0.17496,-0.069386,normal
-0.52579,1.4909,0.24527,-0.014783,0.65402,0.019367,0.22131,5.03E-05,normal
-0.52044,-1.1877,0.064333,-0.049615,0.6116,0.021254,0.19747,0.0031412,normal
-0.51873,1.6077,0.37438,0.022187,0.66481,0.021478,0.24588,-0.073669,normal
-0.52916,-1.0955,-0.040039,-0.055055,0.56325,0.022415,0.13895,0.063718,normal
-0.50516,0.93329,0.43043,0.034384,0.64603,0.024193,0.20252,-0.12363,normal
-0.53817,-0.098927,-0.06524,-0.066417,0.57346,-0.0058858,0.11405,0.10154,normal
-0.49754,0.14258,0.33259,-0.0023294,0.61284,-0.0075608,0.12866,-0.11799,normal
-0.46396,0.68259,-0.002747,-0.034951,0.65586,-0.011976,0.14262,0.10383,normal
-0.41441,-1.1253,0.035168,-0.03052,0.63192,-0.011212,0.099456,-0.016013,normal
-0.21519,1.5027,0.25721,0.011788,0.7105,-0.010949,0.15961,-0.010001,normal
-0.48189,-1.6351,-0.1749,-0.044791,0.60264,-0.014748,0.032482,0.084454,normal
-0.34487,1.5847,0.40788,0.058707,0.75417,-0.015217,0.15792,-0.10448,normal
-0.18383,-1.1679,-0.34043,-0.03982,0.66475,-0.016789,0.064258,0.14717,normal
-0.34737,0.67085,0.3901,0.057012,0.76412,-0.015384,0.13764,-0.12534,normal
-0.40855,0.070941,-0.24672,-0.019427,0.72134,-0.021063,0.091262,0.11059,normal
-0.16344,-0.4497,0.19358,0.022579,0.73935,-0.021673,0.10093,-0.10253,normal
-0.24023,1.0206,-0.041439,-0.01012,0.79124,-0.022956,0.15013,0.067588,normal
-0.42811,-1.3129,-0.20448,-0.041336,0.74503,-0.020845,0.096419,-0.0035517,normal
-0.22412,1.7087,0.2924,0.0018968,0.84558,-0.023252,0.18423,-0.029131,normal
-0.42151,-1.5389,-0.28562,-0.067766,0.73804,-0.0232,0.069415,0.096282,normal
-0.31333,1.2898,0.41596,0.035797,0.85374,-0.025844,0.16974,-0.10847,normal
-0.38371,-0.66225,-0.6443,-0.043025,0.69936,-0.03196,0.0060307,0.11475,normal
